    x        y          z        f1        n1(1)      n1(2)     n1(3)     R1        f2       n2(1)       n2(2)      n2(3)       R2 
21.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
22.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
23.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
24.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
25.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
26.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
27.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
28.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
29.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
30.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
31.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
32.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
33.000000   1.000000  32.000000  0.001000  0.963457  0.038851   -0.265029  0.010000  0.001000  0.977315   0.010656   -0.211524   20.000000 
34.000000   1.000000  32.000000  0.001000  -0.822263  0.420042   0.383990  0.010000  0.001000  0.236777   0.602635   -0.762081   19.998964 
35.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
36.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
37.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
38.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
39.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
40.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
41.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
42.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
43.000000   1.000000  32.000000  0.094129  0.154340  0.950517   0.269622  0.100000  0.362195  0.933621   0.128876   -0.334280   20.000000 
44.000000   1.000000  32.000000  0.096971  -0.115146  0.955304   0.272279  0.100000  0.320910  0.760169   0.451480   -0.467235   20.000000 
45.000000   1.000000  32.000000  0.122122  0.958203  0.141557   -0.248615  5.943715  0.233702  -0.084279   0.996268   -0.018612   19.999712 
46.000000   1.000000  32.000000  0.060225  0.998336  0.009984   -0.056792  0.100088  0.189113  0.120474   0.978456   0.167663   20.000000 
47.000000   1.000000  32.000000  0.017836  0.007227  0.897971   0.439995  19.999994  0.050005  0.998979   0.010018   0.044060   0.100007 
48.000000   1.000000  32.000000  0.053957  0.736085  0.422790   0.528609  19.998257  0.061743  0.741261   0.414786   0.527717   19.999998 
49.000000   1.000000  32.000000  0.148580  0.988827  0.013310   -0.148474  19.997176  0.157635  0.413927   0.396546   0.819400   19.991948 
50.000000   1.000000  32.000000  0.009982  0.912991  0.331140   0.238314  0.010000  0.504486  -0.936690   0.002014   0.350153   19.977703 
51.000000   1.000000  32.000000  0.001493  0.946251  0.282011   0.158365  0.010000  0.424929  -0.999635   0.000573   -0.027001   19.999349 
52.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
53.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
54.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
55.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
56.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
57.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
58.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
59.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
60.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
61.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
62.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
63.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
64.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
65.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
66.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
67.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
68.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
69.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
70.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
71.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
72.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
73.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
74.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
75.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
76.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
77.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
78.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
79.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
80.000000   1.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
1.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
2.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
3.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
4.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
5.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
6.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
7.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
8.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
9.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
10.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
11.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
12.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
13.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
14.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
15.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
16.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
17.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
18.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
19.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
20.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
21.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
22.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
23.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
24.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
25.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
26.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
27.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
28.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
29.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
30.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
31.000000   2.000000  32.000000  0.346044  -0.403948  0.371978   0.835738  17.927853  0.194799  -0.896819   0.111798   -0.428038   9.475536 
32.000000   2.000000  32.000000  0.325003  -0.262110  0.340980   0.902791  16.286947  0.218270  -0.981515   0.020847   -0.190246   10.523782 
33.000000   2.000000  32.000000  0.303748  0.370753  0.622007   0.689674  15.101474  0.237400  -0.914253   0.085448   0.396031   10.476702 
34.000000   2.000000  32.000000  0.340953  0.698723  0.707153   0.108263  17.126820  0.200093  -0.719143   0.605565   0.340769   8.613891 
35.000000   2.000000  32.000000  0.170900  -0.951624  0.000057   -0.307264  9.125735  0.365087  -0.255713   0.888231   0.381649   19.994970 
36.000000   2.000000  32.000000  0.374034  -0.866437  0.187773   -0.462632  17.463146  0.170915  0.002596   0.965703   0.259636   9.268655 
37.000000   2.000000  32.000000  0.195975  -0.893770  0.168566   -0.415644  13.140518  0.322091  -0.031969   0.998788   0.037410   19.999998 
38.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
39.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
40.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
41.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
42.000000   2.000000  32.000000  0.177328  0.517555  0.551053   0.654582  7.470734  0.395298  0.362275   0.613416   -0.701768   20.000000 
43.000000   2.000000  32.000000  0.079077  -0.043263  0.000018   0.999064  0.100000  0.158167  0.876280   0.461655   -0.137871   20.000000 
44.000000   2.000000  32.000000  0.153952  0.923229  0.375090   0.083396  8.596545  0.349397  -0.037794   0.635611   -0.771084   19.999157 
45.000000   2.000000  32.000000  0.271269  0.732390  0.614005   0.294284  9.056404  0.381496  -0.299831   0.701228   -0.646824   20.000000 
46.000000   2.000000  32.000000  0.145258  0.961220  0.221780   0.163920  9.296271  0.259483  -0.179883   0.962119   0.204862   19.998082 
47.000000   2.000000  32.000000  0.047079  0.961861  0.085973   -0.259676  6.643184  0.116789  -0.087077   0.968383   0.233776   20.000000 
48.000000   2.000000  32.000000  0.108626  -0.142535  0.989675   -0.015052  9.667523  0.054379  0.927945   0.197995   -0.315777   7.096062 
49.000000   2.000000  32.000000  0.418859  -0.106918  0.916188   -0.386223  16.064862  0.417453  0.969495   0.157381   -0.187914   20.000000 
50.000000   2.000000  32.000000  0.246702  0.354674  0.729050   -0.585400  10.908131  0.244126  -0.904940   0.000733   -0.425539   11.778226 
51.000000   2.000000  32.000000  0.287140  -0.966024  0.000000   -0.258453  12.115551  0.232702  0.167398   0.886166   -0.432073   11.028940 
52.000000   2.000000  32.000000  0.261136  -0.825274  0.563411   -0.038626  16.687070  0.243565  -0.047718   0.000000   0.998861   15.453462 
53.000000   2.000000  32.000000  0.159643  0.648988  0.409513   0.641182  19.995309  0.174704  -0.764898   0.231785   0.601005   20.000000 
54.000000   2.000000  32.000000  0.047683  -0.701545  0.000005   0.712625  19.999488  0.049732  -0.460949   0.000001   -0.887426   20.000000 
55.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
56.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
57.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
58.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
59.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
60.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
61.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
62.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
63.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
64.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
65.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
66.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
67.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
68.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
69.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
70.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
71.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
72.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
73.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
74.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
75.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
76.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
77.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
78.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
79.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
80.000000   2.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
1.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
2.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
3.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
4.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
5.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
6.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
7.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
8.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
9.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
10.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
11.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
12.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
13.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
14.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
15.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
16.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
17.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
18.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
19.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
20.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
21.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
22.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
23.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
24.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
25.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
26.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
27.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
28.000000   3.000000  32.000000  0.000000  0.000000  0.000000   1.000000  0.000000  0.000000  0.000000   0.000000   1.000000   0.000000 
29.000000   3.000000  32.000000  0.191982  -0.914242  0.267033   -0.304721  7.977537  0.352377  -0.046918   0.565511   0.823405   19.214485 
30.000000   3.000000  32.000000  0.183219  0.056447  0.516263   0.854568  9.881630  0.353113  -0.987813   0.111678   -0.108410   20.000000 
31.000000   3.000000  32.000000  0.294306  0.787291  0.387870   0.479301  11.168782  0.230512  -0.552070   0.173066   0.815639   11.026385 
32.000000   3.000000  32.000000  0.308350  0.909531  0.360408   0.207027  10.842094  0.250290  -0.350010   0.392596   0.850507   10.649997 
33.000000   3.000000  32.000000  0.294217  0.545459  0.740757   0.392115  10.521670  0.278963  -0.846823   0.165870   0.505350   10.176155 
34.000000   3.000000  32.000000  0.286190  -0.976737  0.011981   0.214105  9.336754  0.264176  0.057536   0.994530   0.087179   9.836150 
35.000000   3.000000  32.000000  0.298092  0.997763  0.066769   0.003435  9.246817  0.265859  -0.130684   0.985002   0.112666   9.535558 
36.000000   3.000000  32.000000  0.301428  -0.978293  0.109739   -0.175784  9.561844  0.247942  -0.020592   0.972885   0.230370   10.062022 
37.000000   3.000000  32.000000  0.292730  -0.940483  0.091135   -0.327393  10.427971  0.241433  -0.203214   0.920131   0.334759   10.807063 
38.000000   3.000000  32.000000  0.268940  -0.775443  0.552434   0.305785  12.144136  0.267652  -0.559207   0.009813   -0.828970   14.003375 
39.000000   3.000000  32.000000  0.157150  -0.669289  0.478004   0.568827  18.468502  0.432020  -0.558726   0.348520   -0.752568   19.998947 
40.000000   3.000000  32.000000  0.223859  0.559143  0.717483   -0.415425  14.534431  0.110653  0.366631   0.677145   0.638010   0.101856 
41.000000   3.000000  32.000000  0.344743  0.597386  0.753021   0.275842  7.505014  0.307300  0.715528   0.007156   -0.698548   7.877842 
42.000000   3.000000  32.000000  0.136659  0.056832  0.538294   -0.840838  20.000000  0.169055  0.900914   0.429054   -0.065321   20.000000 
43.000000   3.000000  32.000000  0.174633  -0.029750  0.669501   -0.742215  19.999950  0.192134  0.954270   0.296680   -0.036734   19.999893 
44.000000   3.000000  32.000000  0.189464  -0.994833  0.000001   -0.101529  8.960893  0.277176  0.029582   0.862664   -0.504911   19.999998 
45.000000   3.000000  32.000000  0.203875  0.663520  0.590271   0.459696  8.233956  0.372254  -0.313027   0.764946   -0.562913   18.903050 
46.000000   3.000000  32.000000  0.250376  0.657790  0.498211   0.564887  8.506378  0.186229  -0.222984   0.933499   -0.280817   9.447515 
47.000000   3.000000  32.000000  0.236723  -0.084110  0.918938   0.385330  19.986181  0.293245  0.983341   0.179877   0.026157   19.997762 
48.000000   3.000000  32.000000  0.255445  0.880472  0.224494   -0.417578  19.988336  0.265753  -0.095845   0.946323   0.308686   19.999938 
